IdUbigeo,Distrito,Provincia,Departamento,PAIS,PAIS_DPTO,PAIS_DPTO_PROV,PAIS_DPTO_PROV_DIST
051010000,,,Amazonas,Peru,Peru Amazonas,Peru Amazonas ,Peru Amazonas  
051010100,,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas 
051010101,Chachapoyas,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Chachapoyas
051010102,Asunción,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Asunción
051010103,Balsas,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Balsas
051010104,Cheto,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Cheto
051010105,Chiliquin,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Chiliquin
051010106,Chuquibamba,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Chuquibamba
051010107,Granada,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Granada
051010108,Huancas,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Huancas
051010109,La Jalca,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas La Jalca
051010110,Leimebamba,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Leimebamba
051010111,Levanto,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Levanto
051010112,Magdalena,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Magdalena
051010113,Mariscal Castilla,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Mariscal Castilla
051010114,Molinopampa,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Molinopampa
051010115,Montevideo,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Montevideo
051010116,Olleros,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Olleros
051010117,Quinjalca,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Quinjalca
051010118,San Francisco de Daguas,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas San Francisco de Daguas
051010119,San Isidro de Maino,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas San Isidro de Maino
051010120,Soloco,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Soloco
051010121,Sonche,Chachapoyas,Amazonas,Peru,Peru Amazonas,Peru Amazonas Chachapoyas,Peru Amazonas Chachapoyas Sonche
051010200,,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua 
051010201,Bagua,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua Bagua
051010202,Aramango,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua Aramango
051010203,Copallin,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua Copallin
051010204,El Parco,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua El Parco
051010205,Imaza,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua Imaza
051010206,La Peca,Bagua,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bagua,Peru Amazonas Bagua La Peca
051010300,,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará 
051010301,Jumbilla,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Jumbilla
051010302,Chisquilla,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Chisquilla
051010303,Churuja,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Churuja
051010304,Corosha,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Corosha
051010305,Cuispes,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Cuispes
051010306,Florida,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Florida
051010307,Jazan,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Jazan
051010308,Recta,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Recta
051010309,San Carlos,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará San Carlos
051010310,Shipasbamba,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Shipasbamba
051010311,Valera,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Valera
051010312,Yambrasbamba,Bongará,Amazonas,Peru,Peru Amazonas,Peru Amazonas Bongará,Peru Amazonas Bongará Yambrasbamba
051010400,,Condorcanqui,Amazonas,Peru,Peru Amazonas,Peru Amazonas Condorcanqui,Peru Amazonas Condorcanqui 
051010401,Nieva,Condorcanqui,Amazonas,Peru,Peru Amazonas,Peru Amazonas Condorcanqui,Peru Amazonas Condorcanqui Nieva
051010402,El Cenepa,Condorcanqui,Amazonas,Peru,Peru Amazonas,Peru Amazonas Condorcanqui,Peru Amazonas Condorcanqui El Cenepa
051010403,Río Santiago,Condorcanqui,Amazonas,Peru,Peru Amazonas,Peru Amazonas Condorcanqui,Peru Amazonas Condorcanqui Río Santiago
051010500,,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya 
051010501,Lamud,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Lamud
051010502,Camporredondo,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Camporredondo
051010503,Cocabamba,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Cocabamba
051010504,Colcamar,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Colcamar
051010505,Conila,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Conila
051010506,Inguilpata,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Inguilpata
051010507,Longuita,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Longuita
051010508,Lonya Chico,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Lonya Chico
051010509,Luya,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Luya
051010510,Luya Viejo,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Luya Viejo
051010511,María,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya María
051010512,Ocalli,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Ocalli
051010513,Ocumal,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Ocumal
051010514,Pisuquia,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Pisuquia
051010515,Providencia,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Providencia
051010516,San Cristóbal,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya San Cristóbal
051010517,San Francisco de Yeso,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya San Francisco de Yeso
051010518,San Jerónimo,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya San Jerónimo
051010519,San Juan de Lopecancha,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya San Juan de Lopecancha
051010520,Santa Catalina,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Santa Catalina
051010521,Santo Tomas,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Santo Tomas
051010522,Tingo,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Tingo
051010523,Trita,Luya,Amazonas,Peru,Peru Amazonas,Peru Amazonas Luya,Peru Amazonas Luya Trita
051010600,,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza 
051010601,San Nicolás,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza San Nicolás
051010602,Chirimoto,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Chirimoto
051010603,Cochamal,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Cochamal
051010604,Huambo,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Huambo
051010605,Limabamba,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Limabamba
051010606,Longar,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Longar
051010607,Mariscal Benavides,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Mariscal Benavides
051010608,Milpuc,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Milpuc
051010609,Omia,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Omia
051010610,Santa Rosa,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Santa Rosa
051010611,Totora,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Totora
051010612,Vista Alegre,Rodríguez de Mendoza,Amazonas,Peru,Peru Amazonas,Peru Amazonas Rodríguez de Mendoza,Peru Amazonas Rodríguez de Mendoza Vista Alegre
051010700,,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba 
051010701,Bagua Grande,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba Bagua Grande
051010702,Cajaruro,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba Cajaruro
051010703,Cumba,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba Cumba
051010704,El Milagro,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba El Milagro
051010705,Jamalca,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba Jamalca
051010706,Lonya Grande,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba Lonya Grande
051010707,Yamon,Utcubamba,Amazonas,Peru,Peru Amazonas,Peru Amazonas Utcubamba,Peru Amazonas Utcubamba Yamon
051020000,,,Áncash,Peru,Peru Áncash,Peru Áncash ,Peru Áncash  
051020100,,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz 
051020101,Huaraz,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Huaraz
051020102,Cochabamba,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Cochabamba
051020103,Colcabamba,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Colcabamba
051020104,Huanchay,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Huanchay
051020105,Independencia,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Independencia
051020106,Jangas,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Jangas
051020107,La Libertad,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz La Libertad
051020108,Olleros,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Olleros
051020109,Pampas Grande,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Pampas Grande
051020110,Pariacoto,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Pariacoto
051020111,Pira,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Pira
051020112,Tarica,Huaraz,Áncash,Peru,Peru Áncash,Peru Áncash Huaraz,Peru Áncash Huaraz Tarica
051020200,,Aija,Áncash,Peru,Peru Áncash,Peru Áncash Aija,Peru Áncash Aija 
051020201,Aija,Aija,Áncash,Peru,Peru Áncash,Peru Áncash Aija,Peru Áncash Aija Aija
051020202,Coris,Aija,Áncash,Peru,Peru Áncash,Peru Áncash Aija,Peru Áncash Aija Coris
051020203,Huacllan,Aija,Áncash,Peru,Peru Áncash,Peru Áncash Aija,Peru Áncash Aija Huacllan
051020204,La Merced,Aija,Áncash,Peru,Peru Áncash,Peru Áncash Aija,Peru Áncash Aija La Merced
051020205,Succha,Aija,Áncash,Peru,Peru Áncash,Peru Áncash Aija,Peru Áncash Aija Succha
051020300,,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi 
051020301,Llamellin,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi Llamellin
051020302,Aczo,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi Aczo
051020303,Chaccho,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi Chaccho
051020304,Chingas,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi Chingas
051020305,Mirgas,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi Mirgas
051020306,San Juan de Rontoy,Antonio Raym Ondi,Áncash,Peru,Peru Áncash,Peru Áncash Antonio Raym Ondi,Peru Áncash Antonio Raym Ondi San Juan de Rontoy
051020400,,Asunción,Áncash,Peru,Peru Áncash,Peru Áncash Asunción,Peru Áncash Asunción 
051020401,Chacas,Asunción,Áncash,Peru,Peru Áncash,Peru Áncash Asunción,Peru Áncash Asunción Chacas
051020402,Acochaca,Asunción,Áncash,Peru,Peru Áncash,Peru Áncash Asunción,Peru Áncash Asunción Acochaca
051020500,,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi 
051020501,Chiquian,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Chiquian
051020502,Abelardo Pardo Lezameta,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Abelardo Pardo Lezameta
051020503,Antonio Raymondi,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Antonio Raymondi
051020504,Aquia,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Aquia
051020505,Cajacay,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Cajacay
051020506,Canis,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Canis
051020507,Colquioc,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Colquioc
051020508,Huallanca,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Huallanca
051020509,Huasta,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Huasta
051020510,Huayllacayan,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Huayllacayan
051020511,La Primavera,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi La Primavera
051020512,Mangas,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Mangas
051020513,Pacllon,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Pacllon
051020514,San Miguel de Corpanqui,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi San Miguel de Corpanqui
051020515,Ticllos,Bolognesi,Áncash,Peru,Peru Áncash,Peru Áncash Bolognesi,Peru Áncash Bolognesi Ticllos
051020600,,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz 
051020601,Carhuaz,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Carhuaz
051020602,Acopampa,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Acopampa
051020603,Amashca,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Amashca
051020604,Anta,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Anta
051020605,Ataquero,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Ataquero
051020606,Marcara,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Marcara
051020607,Pariahuanca,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Pariahuanca
051020608,San Miguel de Aco,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz San Miguel de Aco
051020609,Shilla,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Shilla
051020610,Tinco,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Tinco
051020611,Yungar,Carhuaz,Áncash,Peru,Peru Áncash,Peru Áncash Carhuaz,Peru Áncash Carhuaz Yungar
051020700,,Carlos Fermín Fitzcarrald,Áncash,Peru,Peru Áncash,Peru Áncash Carlos Fermín Fitzcarrald,Peru Áncash Carlos Fermín Fitzcarrald 
051020701,San Luis,Carlos Fermín Fitzcarrald,Áncash,Peru,Peru Áncash,Peru Áncash Carlos Fermín Fitzcarrald,Peru Áncash Carlos Fermín Fitzcarrald San Luis
051020702,San Nicolás,Carlos Fermín Fitzcarrald,Áncash,Peru,Peru Áncash,Peru Áncash Carlos Fermín Fitzcarrald,Peru Áncash Carlos Fermín Fitzcarrald San Nicolás
051020703,Yauya,Carlos Fermín Fitzcarrald,Áncash,Peru,Peru Áncash,Peru Áncash Carlos Fermín Fitzcarrald,Peru Áncash Carlos Fermín Fitzcarrald Yauya
051020800,,Casma,Áncash,Peru,Peru Áncash,Peru Áncash Casma,Peru Áncash Casma 
051020801,Casma,Casma,Áncash,Peru,Peru Áncash,Peru Áncash Casma,Peru Áncash Casma Casma
051020802,Buena Vista Alta,Casma,Áncash,Peru,Peru Áncash,Peru Áncash Casma,Peru Áncash Casma Buena Vista Alta
051020803,Comandante Noel,Casma,Áncash,Peru,Peru Áncash,Peru Áncash Casma,Peru Áncash Casma Comandante Noel
051020804,Yautan,Casma,Áncash,Peru,Peru Áncash,Peru Áncash Casma,Peru Áncash Casma Yautan
051020900,,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo 
051020901,Corongo,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo Corongo
051020902,Aco,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo Aco
051020903,Bambas,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo Bambas
051020904,Cusca,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo Cusca
051020905,La Pampa,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo La Pampa
051020906,Yanac,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo Yanac
051020907,Yupan,Corongo,Áncash,Peru,Peru Áncash,Peru Áncash Corongo,Peru Áncash Corongo Yupan
051021000,,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari 
051021001,Huari,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Huari
051021002,Anra,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Anra
051021003,Cajay,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Cajay
051021004,Chavin de Huantar,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Chavin de Huantar
051021005,Huacachi,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Huacachi
051021006,Huacchis,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Huacchis
051021007,Huachis,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Huachis
051021008,Huantar,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Huantar
051021009,Masin,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Masin
051021010,Paucas,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Paucas
051021011,Ponto,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Ponto
051021012,Rahuapampa,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Rahuapampa
051021013,Rapayan,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Rapayan
051021014,San Marcos,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari San Marcos
051021015,San Pedro de Chana,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari San Pedro de Chana
051021016,Uco,Huari,Áncash,Peru,Peru Áncash,Peru Áncash Huari,Peru Áncash Huari Uco
051021100,,Huarmey,Áncash,Peru,Peru Áncash,Peru Áncash Huarmey,Peru Áncash Huarmey 
051021101,Huarmey,Huarmey,Áncash,Peru,Peru Áncash,Peru Áncash Huarmey,Peru Áncash Huarmey Huarmey
051021102,Cochapeti,Huarmey,Áncash,Peru,Peru Áncash,Peru Áncash Huarmey,Peru Áncash Huarmey Cochapeti
051021103,Culebras,Huarmey,Áncash,Peru,Peru Áncash,Peru Áncash Huarmey,Peru Áncash Huarmey Culebras
051021104,Huayan,Huarmey,Áncash,Peru,Peru Áncash,Peru Áncash Huarmey,Peru Áncash Huarmey Huayan
051021105,Malvas,Huarmey,Áncash,Peru,Peru Áncash,Peru Áncash Huarmey,Peru Áncash Huarmey Malvas
051021200,,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas 
051021201,Caraz,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Caraz
051021202,Huallanca,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Huallanca
051021203,Huata,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Huata
051021204,Huaylas,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Huaylas
051021205,Mato,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Mato
051021206,Pamparomas,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Pamparomas
051021207,Pueblo Libre,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Pueblo Libre
051021208,Santa Cruz,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Santa Cruz
051021209,Santo Toribio,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Santo Toribio
051021210,Yuracmarca,Huaylas,Áncash,Peru,Peru Áncash,Peru Áncash Huaylas,Peru Áncash Huaylas Yuracmarca
051021300,,Mariscal Luz Urriaga,Áncash,Peru,Peru Áncash,Peru Áncash Mariscal Luz Urriaga,Peru Áncash Mariscal Luz Urriaga 
051021301,Piscobamba,Mariscal Luz Urriaga,Áncash,Peru,Peru Áncash,Peru Áncash Mariscal Luz Urriaga,Peru Áncash Mariscal Luz Urriaga Piscobamba
051021302,Casca,Mariscal Luz Urriaga,Áncash,Peru,Peru Áncash,Peru Áncash Mariscal Luz Urriaga,Peru Áncash Mariscal Luz Urriaga Casca
051021303,Eleazar Guzmán Barron,Mariscal Luz Urriaga,Áncash,Peru,Peru Áncash,Peru Áncash Mariscal Luz Urriaga,Peru Áncash Mariscal Luz Urriaga Eleazar Guzmán Barron
051021304,Fidel Olivas Escudero,Mariscal Luz Urriaga,Áncash,Peru,Peru Áncash,Peru Áncash Mariscal Luz Urriaga,Peru Áncash Mariscal Luz Urriaga Fidel Olivas Escudero
